VM_Resource_ID,VM_Size_GB,Disk_Tier,Vault_Redundancy,Restore_Method,Region,Network_Bandwidth_Mbps,Restore_Time_Min
/subscriptions/561933d5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-172,2210,Standard_SSD,ZRS,Vault,East US,5000,379.17
/subscriptions/cbd3421f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-173,2795,Standard_SSD,GRS,Instant,East US,1000,35.39
/subscriptions/3c7c3a6d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-174,1959,Premium_SSD,ZRS,Instant,Southeast Asia,10000,10.36
/subscriptions/716db5a2/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-175,2837,Ultra,LRS,Instant,East US,10000,6.84
/subscriptions/ca48989a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-176,1634,Premium_SSD,ZRS,Instant,East US,1000,8.97
/subscriptions/6e63f940/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-177,1024,Premium_SSD,ZRS,Instant,West Europe,1000,6.37
/subscriptions/7f8b1a10/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-178,3874,Standard_SSD,LRS,Vault,West Europe,10000,663.16
/subscriptions/718211a0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-179,2724,Premium_SSD,GRS,Vault,Southeast Asia,5000,327.43
/subscriptions/ee4d68ea/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-180,4078,Standard_SSD,GRS,Vault,East US,5000,976.37
/subscriptions/a05cfbbb/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-181,1549,Standard_SSD,LRS,Vault,Southeast Asia,10000,266.36
/subscriptions/01dcdddf/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-182,2754,Premium_SSD,GRS,Vault,West Europe,5000,331.01
/subscriptions/307c6e29/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-183,3904,Premium_SSD,LRS,Instant,Southeast Asia,1000,18.66
/subscriptions/c614bc5a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-184,1092,Standard_SSD,LRS,Vault,West Europe,5000,188.37
/subscriptions/0d3acdd7/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-185,3353,Standard_SSD,LRS,Vault,Southeast Asia,5000,574.25
/subscriptions/ac5ded6a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-186,566,Premium_SSD,LRS,Vault,Southeast Asia,5000,50.3
/subscriptions/9137c890/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-187,2878,Standard_SSD,LRS,Vault,East US,10000,493.18
/subscriptions/8b1c171e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-188,461,Premium_SSD,LRS,Instant,Southeast Asia,1000,3.97
/subscriptions/169a5e50/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-189,934,Standard_SSD,ZRS,Vault,East US,5000,161.4
/subscriptions/d84d6e63/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-190,2906,Premium_SSD,GRS,Vault,East US,10000,349.17
/subscriptions/8f0765db/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-191,456,Premium_SSD,ZRS,Vault,East US,5000,40.91
/subscriptions/dae16afc/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-192,270,Standard_HDD,LRS,Vault,East US,1000,117.2
/subscriptions/57e1f51f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-193,1102,Standard_SSD,LRS,Instant,Southeast Asia,5000,11.4
/subscriptions/c9308e96/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-194,1945,Standard_SSD,GRS,Instant,West Europe,1000,25.24
/subscriptions/70665a2f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-195,3689,Standard_HDD,LRS,Vault,West Europe,5000,1575.97
/subscriptions/06ac8ad2/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-196,3003,Ultra,LRS,Vault,West Europe,1000,104.5
/subscriptions/50176eb0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-197,1548,Standard_SSD,GRS,Instant,Southeast Asia,5000,20.49
/subscriptions/28468f37/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-198,3826,Premium_SSD,LRS,Instant,East US,1000,18.32
/subscriptions/69b0577c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-199,3710,Standard_SSD,GRS,Instant,West Europe,5000,46.32
/subscriptions/f3bc7690/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-200,927,Premium_SSD,GRS,Instant,Southeast Asia,5000,7.54
/subscriptions/9a4cf6fe/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-201,2854,Premium_SSD,LRS,Vault,East US,10000,245.54
/subscriptions/c195c49c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-202,3376,Premium_SSD,LRS,Vault,West Europe,10000,290.09
/subscriptions/d88318d4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-203,627,Premium_SSD,GRS,Instant,East US,1000,5.75
/subscriptions/26e9dce1/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-204,1084,Premium_SSD,LRS,Instant,West Europe,5000,6.63
/subscriptions/319863be/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-205,159,Standard_SSD,LRS,Instant,West Europe,1000,3.36
/subscriptions/6d1e3cef/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-206,1987,Ultra,ZRS,Instant,West Europe,10000,5.39
/subscriptions/4db429a9/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-207,1821,Premium_SSD,LRS,Vault,East US,1000,157.39
/subscriptions/b6aa8d53/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-208,2596,Ultra,GRS,Vault,Southeast Asia,1000,126.05
/subscriptions/4c0bff60/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-209,3542,Standard_SSD,ZRS,Vault,East US,10000,606.5
/subscriptions/b9dd8963/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-210,2342,Premium_SSD,LRS,Instant,West Europe,5000,11.99
/subscriptions/2573600d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-211,2860,Ultra,LRS,Vault,East US,1000,99.62
/subscriptions/db603e9f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-212,1742,Standard_SSD,LRS,Vault,Southeast Asia,10000,299.3
/subscriptions/74695a0b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-213,3306,Standard_HDD,LRS,Vault,East US,5000,1412.56
/subscriptions/4b4f19a5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-214,604,Premium_SSD,LRS,Vault,Southeast Asia,10000,53.54
/subscriptions/50acd7af/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-215,1123,Premium_SSD,GRS,Instant,Southeast Asia,1000,8.71
/subscriptions/3efc59b6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-216,2636,Premium_SSD,LRS,Instant,East US,5000,13.25
/subscriptions/236f9516/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-217,1247,Standard_SSD,GRS,Instant,West Europe,5000,16.9
/subscriptions/1c4f93a8/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-218,3974,Premium_SSD,ZRS,Instant,Southeast Asia,10000,18.96
/subscriptions/89a902d7/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-219,1786,Standard_SSD,ZRS,Instant,East US,10000,17.24
/subscriptions/58dcaa53/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-220,3378,Standard_SSD,GRS,Vault,Southeast Asia,10000,809.12
/subscriptions/ac73f1d8/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-221,3221,Standard_SSD,LRS,Vault,West Europe,5000,551.72
/subscriptions/854fb707/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-222,1883,Premium_SSD,GRS,Vault,East US,5000,226.96
/subscriptions/79899261/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-223,2689,Premium_SSD,GRS,Instant,East US,1000,18.06
/subscriptions/7134b7f3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-224,2793,Premium_SSD,LRS,Vault,East US,5000,240.34
/subscriptions/3a5cc5c4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-225,2668,Standard_SSD,LRS,Vault,West Europe,1000,457.34
/subscriptions/b455528f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-226,1661,Premium_SSD,ZRS,Vault,Southeast Asia,10000,143.74
/subscriptions/9a992575/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-227,4088,Standard_SSD,LRS,Vault,East US,10000,699.69
/subscriptions/e96ef8c3/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-228,3124,Premium_SSD,LRS,Vault,Southeast Asia,5000,268.58
/subscriptions/0238e020/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-229,2757,Premium_SSD,LRS,Vault,Southeast Asia,10000,237.26
/subscriptions/371e67de/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-230,859,Standard_SSD,LRS,Instant,West Europe,10000,9.33
/subscriptions/c67ef66b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-231,1115,Premium_SSD,ZRS,Instant,East US,5000,6.76
/subscriptions/4e676826/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-232,1707,Standard_SSD,GRS,Instant,Southeast Asia,1000,22.39
/subscriptions/3fb04e2a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-233,3691,Premium_SSD,GRS,Instant,East US,5000,24.05
/subscriptions/40ea66a4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-234,1427,Premium_SSD,LRS,Instant,East US,1000,8.09
/subscriptions/8492ebd6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-235,3933,Standard_SSD,LRS,Vault,West Europe,5000,735.82
/subscriptions/20f7d70d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-236,2045,Premium_SSD,LRS,Vault,East US,5000,176.51
/subscriptions/0a15bbff/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-237,1418,Standard_SSD,LRS,Vault,East US,10000,244.01
/subscriptions/6514b60b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-238,1727,Premium_SSD,LRS,Instant,Southeast Asia,5000,9.37
/subscriptions/5fcbc6b8/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-239,1593,Ultra,GRS,Vault,West Europe,5000,78.12
/subscriptions/380e771e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-240,2102,Premium_SSD,LRS,Vault,East US,1000,181.37
/subscriptions/fe41bd7f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-241,3483,Standard_SSD,GRS,Instant,Southeast Asia,10000,43.61
/subscriptions/19664f33/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-242,1560,Ultra,LRS,Vault,West Europe,1000,57.92
/subscriptions/6b40c71d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-243,3366,Premium_SSD,LRS,Instant,West Europe,1000,16.36
/subscriptions/e6ca376f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-244,2301,Standard_SSD,LRS,Instant,Southeast Asia,10000,21.64
/subscriptions/5241ad5b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-245,3360,Standard_SSD,ZRS,Vault,Southeast Asia,10000,575.44
/subscriptions/c788e054/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-246,1472,Premium_SSD,ZRS,Instant,Southeast Asia,10000,8.28
/subscriptions/606c9372/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-247,1464,Premium_SSD,ZRS,Vault,Southeast Asia,5000,126.93
/subscriptions/04a79daa/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-248,1370,Premium_SSD,LRS,Vault,Southeast Asia,10000,118.91
/subscriptions/7b55c072/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-249,4093,Premium_SSD,LRS,Vault,East US,10000,351.27
/subscriptions/29b6f807/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-250,2744,Premium_SSD,GRS,Instant,East US,10000,18.39
/subscriptions/e83fec12/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-251,2739,Standard_SSD,LRS,Instant,West Europe,1000,25.37
/subscriptions/957798b0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-252,1036,Standard_SSD,ZRS,Instant,East US,1000,10.84
/subscriptions/a096707a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-253,1832,Standard_SSD,LRS,Vault,East US,5000,314.66
/subscriptions/60eed1d9/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-254,1346,Premium_SSD,LRS,Vault,East US,1000,136.81
/subscriptions/984733d6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-255,3494,Standard_HDD,LRS,Instant,Southeast Asia,5000,76.54
/subscriptions/4bc4cf33/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-256,773,Premium_SSD,LRS,Vault,West Europe,1000,67.96
/subscriptions/10a414c4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-257,1543,Premium_SSD,GRS,Vault,West Europe,10000,186.34
/subscriptions/3c92b042/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-258,1498,Premium_SSD,LRS,Instant,West Europe,1000,8.39
/subscriptions/0eb3b393/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-259,712,Standard_SSD,LRS,Vault,West Europe,5000,123.51
/subscriptions/ec7c947d/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-260,381,Premium_SSD,LRS,Vault,East US,1000,34.51
/subscriptions/a2cd59f9/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-261,3812,Standard_SSD,LRS,Instant,East US,10000,34.53
/subscriptions/7d05884e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-262,3360,Premium_SSD,GRS,Instant,Southeast Asia,5000,22.07
/subscriptions/64e1cec6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-263,3954,Standard_SSD,ZRS,Vault,West Europe,10000,676.82
/subscriptions/c11c256b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-264,1321,Standard_SSD,ZRS,Vault,East US,10000,227.45
/subscriptions/adcab9a8/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-265,747,Premium_SSD,GRS,Vault,East US,5000,91.24
/subscriptions/1b6d52f0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-266,727,Standard_SSD,LRS,Vault,Southeast Asia,10000,126.07
/subscriptions/7d5005d0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-267,2062,Standard_SSD,GRS,Instant,Southeast Asia,10000,26.63
/subscriptions/b381135a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-268,3962,Premium_SSD,LRS,Instant,Southeast Asia,1000,18.9
/subscriptions/e51e81ab/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-269,3509,Premium_SSD,LRS,Vault,East US,10000,301.43
/subscriptions/a1189eb0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-270,3807,Premium_SSD,ZRS,Instant,East US,10000,18.24
/subscriptions/b8cd924e/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-271,1695,Premium_SSD,LRS,Instant,Southeast Asia,10000,9.23
/subscriptions/aff7bb0b/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-272,1559,Premium_SSD,ZRS,Vault,West Europe,10000,135.03
/subscriptions/aee7bf65/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-273,3368,Standard_SSD,LRS,Vault,Southeast Asia,5000,576.81
/subscriptions/d5c32742/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-274,3827,Standard_SSD,GRS,Vault,Southeast Asia,1000,916.4
/subscriptions/bdfc08b6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-275,1200,Standard_SSD,GRS,Vault,Southeast Asia,10000,288.72
/subscriptions/6671b537/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-276,1917,Ultra,ZRS,Instant,Southeast Asia,10000,5.27
/subscriptions/dae7900c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-277,1584,Premium_SSD,GRS,Vault,East US,5000,219.37
/subscriptions/1188c259/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-278,2553,Premium_SSD,GRS,Instant,West Europe,10000,17.25
/subscriptions/5b6eeb07/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-279,627,Premium_SSD,LRS,Vault,Southeast Asia,5000,55.5
/subscriptions/04d2c5ac/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-280,1355,Ultra,GRS,Vault,West Europe,1000,66.75
/subscriptions/d678f090/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-281,3645,Standard_SSD,LRS,Vault,West Europe,1000,624.08
/subscriptions/7fdf87b6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-282,3942,Premium_SSD,GRS,Vault,West Europe,10000,472.94
/subscriptions/7b393e88/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-283,3521,Premium_SSD,GRS,Vault,Southeast Asia,10000,422.64
/subscriptions/56aaec64/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-284,3522,Premium_SSD,GRS,Instant,East US,10000,23.04
/subscriptions/9326acc7/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-285,3248,Standard_HDD,LRS,Vault,Southeast Asia,5000,1387.81
/subscriptions/1acfdc65/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-286,1700,Premium_SSD,LRS,Vault,West Europe,10000,147.07
/subscriptions/571cf360/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-287,3760,Ultra,GRS,Instant,West Europe,10000,10.98
/subscriptions/36f3c8fc/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-288,3063,Premium_SSD,LRS,Vault,East US,1000,263.38
/subscriptions/2290e0ff/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-289,3216,Premium_SSD,LRS,Vault,Southeast Asia,10000,276.43
/subscriptions/b03dddd5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-290,762,Ultra,LRS,Instant,West Europe,1000,3.3
/subscriptions/ec0d49b6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-291,2224,Premium_SSD,ZRS,Vault,East US,10000,191.78
/subscriptions/e5641912/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-292,65,Standard_SSD,GRS,Vault,West Europe,1000,17.53
/subscriptions/b5bd224f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-293,705,Premium_SSD,LRS,Vault,East US,10000,62.16
/subscriptions/5fbae38f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-294,2331,Premium_SSD,LRS,Vault,East US,1000,200.91
/subscriptions/e93ba1cd/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-295,1653,Premium_SSD,LRS,Vault,Southeast Asia,5000,143.06
/subscriptions/bf6fd578/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-296,918,Premium_SSD,GRS,Vault,West Europe,1000,111.67
/subscriptions/ffd8de84/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-297,1823,Ultra,GRS,Vault,Southeast Asia,1000,89.12
/subscriptions/73c58ca5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-298,3360,Ultra,LRS,Instant,West Europe,1000,7.73
/subscriptions/91a0e1b1/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-299,2496,Premium_SSD,LRS,Vault,Southeast Asia,10000,214.99
/subscriptions/9432ea29/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-300,3538,Standard_SSD,LRS,Vault,West Europe,10000,605.82
/subscriptions/01e30198/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-301,1725,Ultra,GRS,Instant,Southeast Asia,10000,6.12
/subscriptions/01f42615/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-302,1217,Premium_SSD,GRS,Vault,East US,5000,147.39
/subscriptions/62c03d72/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-303,1140,Standard_SSD,LRS,Vault,West Europe,5000,196.56
/subscriptions/0bd21c4a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-304,1771,Ultra,LRS,Instant,West Europe,1000,5.62
/subscriptions/dd468148/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-305,2841,Premium_SSD,LRS,Vault,East US,5000,244.43
/subscriptions/4549cba6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-306,1759,Premium_SSD,ZRS,Vault,Southeast Asia,1000,152.1
/subscriptions/dbc9582c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-307,1797,Premium_SSD,LRS,Vault,West Europe,1000,155.34
/subscriptions/5595b469/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-308,1503,Standard_SSD,GRS,Instant,West Europe,1000,19.96
/subscriptions/cab82396/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-309,2358,Standard_HDD,GRS,Instant,Southeast Asia,5000,72.43
/subscriptions/4444eeb4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-310,899,Standard_SSD,LRS,Instant,East US,10000,10.2
/subscriptions/2ae6deee/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-311,3574,Premium_SSD,LRS,Vault,Southeast Asia,5000,358.13
/subscriptions/cdb9637a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-312,266,Standard_HDD,LRS,Instant,Southeast Asia,1000,7.67
/subscriptions/8f2608e2/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-313,3319,Standard_SSD,GRS,Vault,Southeast Asia,1000,795.02
/subscriptions/37caf6c0/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-314,186,Standard_SSD,GRS,Instant,West Europe,5000,4.22
/subscriptions/936c8791/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-315,464,Premium_SSD,GRS,Instant,East US,1000,4.77
/subscriptions/b12a7509/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-316,830,Ultra,GRS,Vault,East US,1000,41.66
/subscriptions/0cd91ec2/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-317,357,Standard_SSD,LRS,Vault,Southeast Asia,5000,62.93
/subscriptions/07cab7f6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-318,2391,Standard_SSD,ZRS,Instant,West Europe,5000,22.4
/subscriptions/8b22920f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-319,3972,Premium_SSD,GRS,Vault,Southeast Asia,5000,476.52
/subscriptions/17821826/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-320,2995,Premium_SSD,LRS,Instant,West Europe,1000,14.78
/subscriptions/f14b3121/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-321,3745,Standard_SSD,ZRS,Vault,West Europe,1000,641.15
/subscriptions/629973b6/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-322,261,Premium_SSD,GRS,Vault,West Europe,10000,33.18
/subscriptions/e40dd374/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-323,3093,Standard_SSD,GRS,Instant,West Europe,10000,40.33
/subscriptions/897db3b1/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-324,1994,Standard_SSD,GRS,Instant,East US,5000,25.82
/subscriptions/2d5913bd/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-325,3646,Premium_SSD,ZRS,Instant,West Europe,10000,17.56
/subscriptions/0a4a89c5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-326,2863,Premium_SSD,GRS,Vault,West Europe,1000,344.03
/subscriptions/e517208f/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-327,2255,Ultra,LRS,Vault,Southeast Asia,10000,78.97
/subscriptions/b7f1be70/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-328,672,Standard_SSD,LRS,Instant,Southeast Asia,1000,7.73
/subscriptions/dafa0a55/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-329,3336,Premium_SSD,ZRS,Vault,East US,5000,286.67
/subscriptions/39f61ba8/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-330,1211,Premium_SSD,LRS,Instant,Southeast Asia,5000,7.17
/subscriptions/4bc11aac/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-331,250,Standard_HDD,LRS,Instant,West Europe,1000,7.33
/subscriptions/2041c4fc/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-332,3461,Premium_SSD,LRS,Vault,Southeast Asia,10000,356.26
/subscriptions/f993a014/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-333,2575,Standard_SSD,LRS,Vault,East US,5000,441.47
/subscriptions/ba5d0245/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-334,3484,Ultra,GRS,Vault,Southeast Asia,5000,168.49
/subscriptions/b8c74215/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-335,1858,Standard_SSD,ZRS,Vault,Southeast Asia,10000,319.1
/subscriptions/5703b6f5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-336,723,Premium_SSD,LRS,Instant,East US,10000,5.08
/subscriptions/437aed2c/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-337,2875,Standard_HDD,LRS,Vault,East US,1000,1228.67
/subscriptions/14d53cf4/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-338,3066,Ultra,LRS,Instant,West Europe,10000,7.23
/subscriptions/7596da0a/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-339,2019,Premium_SSD,ZRS,Vault,Southeast Asia,10000,205.94
/subscriptions/62545a51/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-340,2514,Premium_SSD,GRS,Instant,West Europe,10000,17.02
/subscriptions/e069e6c5/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-341,1433,Standard_HDD,LRS,Vault,Southeast Asia,1000,613.41
/subscriptions/e76accb7/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-342,2050,Premium_SSD,ZRS,Instant,Southeast Asia,1000,10.75
/subscriptions/272d2ed2/resourceGroups/Prod/providers/Microsoft.Compute/virtualMachines/VM-343,1598,Standard_SSD,ZRS,Instant,West Europe,5000,15.64
